timestamp,cpu_utilization,memory_utilization,network_in,network_out
2025-01-01 02:55:00,28.9,69.37,110.1,122.0
2025-01-01 03:00:00,36.04,68.11,113.91,100.78
2025-01-01 03:05:00,25.2,50.88,113.74,75.96
2025-01-01 03:10:00,28.36,64.74,132.37,79.63
2025-01-01 03:15:00,35.98,57.3,159.71,100.28
2025-01-01 03:20:00,38.69,57.99,122.47,92.72
2025-01-01 03:25:00,35.86,44.85,115.67,76.37
2025-01-01 03:30:00,34.42,53.98,114.82,69.51
2025-01-01 03:35:00,33.49,50.12,122.49,84.76
2025-01-01 03:40:00,27.61,59.97,103.43,103.49
2025-01-01 03:45:00,31.4,61.43,122.4,99.88
2025-01-01 03:50:00,32.7,42.55,129.02,90.98
2025-01-01 03:55:00,40.29,54.87,124.19,103.63
2025-01-01 04:00:00,36.72,61.73,129.15,118.72
2025-01-01 04:05:00,26.18,53.88,128.67,107.09
2025-01-01 04:10:00,36.62,59.37,84.56,97.82
2025-01-01 04:15:00,33.07,57.11,132.74,116.71
2025-01-01 04:20:00,31.62,57.05,106.58,82.72
2025-01-01 04:25:00,38.06,53.37,98.08,95.95
2025-01-01 04:30:00,40.15,47.7,97.91,96.38
2025-01-01 04:35:00,39.66,48.27,128.67,77.73
2025-01-01 04:40:00,30.8,59.26,115.55,92.44
2025-01-01 04:45:00,33.45,55.12,86.36,62.65
2025-01-01 04:50:00,36.66,54.17,129.56,134.42
2025-01-01 04:55:00,39.88,52.46,91.21,83.13
2025-01-01 05:00:00,32.6,53.17,122.8,128.55
2025-01-01 05:05:00,34.07,61.28,124.77,100.69
2025-01-01 05:10:00,29.47,52.99,137.71,110.17
2025-01-01 05:15:00,29.02,46.95,155.63,91.2
2025-01-01 05:20:00,39.06,59.46,92.71,103.74
2025-01-01 05:25:00,41.78,53.77,118.95,111.71
2025-01-01 05:30:00,34.64,55.19,114.47,111.96
2025-01-01 05:35:00,40.02,64.65,128.67,113.95
2025-01-01 05:40:00,36.81,54.88,124.31,93.37
2025-01-01 05:45:00,31.77,56.74,112.95,91.35
2025-01-01 05:50:00,36.81,47.93,111.18,71.3
2025-01-01 05:55:00,42.69,53.68,97.67,109.42
2025-01-01 06:00:00,34.82,58.66,139.76,119.48
2025-01-01 06:05:00,42.82,45.67,129.18,129.09
2025-01-01 06:10:00,21.9,56.21,138.36,105.49
2025-01-01 06:15:00,39.11,55.6,113.79,86.2
2025-01-01 06:20:00,35.44,55.25,106.86,69.45
2025-01-01 06:25:00,33.5,61.22,98.43,118.75
2025-01-01 06:30:00,35.46,57.01,127.18,67.67
2025-01-01 06:35:00,25.06,63.87,99.2,93.87
2025-01-01 06:40:00,33.9,49.04,156.97,95.96
2025-01-01 06:45:00,36.79,55.82,93.85,98.75
2025-01-01 06:50:00,42.39,55.51,125.47,100.64
2025-01-01 06:55:00,32.41,48.58,151.34,102.49
2025-01-01 07:00:00,30.96,60.74,131.98,56.52
2025-01-01 07:05:00,32.49,68.95,123.51,100.26
2025-01-01 07:10:00,39.58,54.9,100.63,59.87
2025-01-01 07:15:00,36.64,58.03,92.36,113.18
2025-01-01 07:20:00,32.35,55.51,135.4,90.01
2025-01-01 07:25:00,37.57,50.72,150.12,61.17
2025-01-01 07:30:00,35.49,44.08,111.22,85.34
2025-01-01 07:35:00,39.84,50.77,97.22,89.74
2025-01-01 07:40:00,31.49,46.65,70.84,121.43
2025-01-01 07:45:00,33.36,65.22,100.38,103.54
2025-01-01 07:50:00,33.04,54.31,117.73,106.2
2025-01-01 07:55:00,27.68,52.92,151.98,121.26
2025-01-01 08:00:00,36.48,60.33,133.46,98.27
2025-01-01 08:05:00,36.31,48.27,126.1,113.58
2025-01-01 08:10:00,35.03,50.4,112.0,112.31
2025-01-01 08:15:00,33.83,55.41,108.34,76.84
2025-01-01 08:20:00,27.92,61.17,148.11,126.51
2025-01-01 08:25:00,32.9,58.01,124.01,74.43
2025-01-01 08:30:00,33.29,56.49,77.95,116.51
2025-01-01 08:35:00,30.99,55.47,106.53,72.69
2025-01-01 08:40:00,34.19,57.4,102.84,110.82
2025-01-01 08:45:00,37.02,56.21,109.07,133.51
2025-01-01 08:50:00,44.43,48.82,131.26,96.17
2025-01-01 08:55:00,35.87,55.28,117.85,95.39
2025-01-01 09:00:00,36.29,48.56,118.46,110.99
2025-01-01 09:05:00,34.63,55.49,146.27,94.07
2025-01-01 09:10:00,25.41,52.12,106.07,132.73
2025-01-01 09:15:00,34.87,70.24,157.28,103.46
2025-01-01 09:20:00,35.3,54.76,106.57,94.24
2025-01-01 09:25:00,47.32,46.57,121.78,90.27
2025-01-01 09:30:00,34.04,54.19,114.38,83.21
2025-01-01 09:35:00,36.51,58.12,122.47,88.7
2025-01-01 09:40:00,34.83,65.04,128.89,93.69
2025-01-01 09:45:00,29.16,51.46,128.68,91.22
2025-01-01 09:50:00,40.71,45.51,104.94,88.15
2025-01-01 09:55:00,38.76,59.9,97.54,137.78
2025-01-01 10:00:00,38.96,46.72,170.06,81.46
2025-01-01 10:05:00,30.45,52.38,110.32,102.64
2025-01-01 10:10:00,42.01,53.45,133.98,110.67
2025-01-01 10:15:00,27.99,54.58,87.85,111.34
2025-01-01 10:20:00,37.93,59.13,114.41,98.95
2025-01-01 10:25:00,45.95,50.9,117.46,95.67
2025-01-01 10:30:00,30.05,53.36,129.46,108.13
2025-01-01 10:35:00,32.17,54.91,65.55,104.8
2025-01-01 10:40:00,35.5,55.9,123.32,95.34
2025-01-01 10:45:00,32.48,55.59,97.01,71.89
2025-01-01 10:50:00,27.25,57.62,126.49,91.58
2025-01-01 10:55:00,35.34,60.06,99.27,79.36
2025-01-01 11:00:00,29.69,57.36,102.89,87.99
2025-01-01 11:05:00,37.37,57.72,114.53,100.6
2025-01-01 11:10:00,30.4,45.51,98.95,106.46
2025-01-01 11:15:00,42.75,55.3,110.49,132.05
2025-01-01 11:20:00,31.08,57.88,96.13,90.33
2025-01-01 11:25:00,33.39,59.37,83.34,113.94
2025-01-01 11:30:00,39.07,50.85,140.36,105.51
2025-01-01 11:35:00,28.85,51.05,94.08,123.33
2025-01-01 11:40:00,36.14,51.56,116.43,110.37
2025-01-01 11:45:00,41.54,58.22,135.06,81.85
2025-01-01 11:50:00,26.96,61.2,107.7,68.99
2025-01-01 11:55:00,35.92,52.56,103.5,105.6
2025-01-01 12:00:00,36.3,60.45,124.52,90.49
2025-01-01 12:05:00,38.91,55.74,142.36,82.35
2025-01-01 12:10:00,28.82,54.25,96.61,77.18
2025-01-01 12:15:00,28.4,53.73,117.0,102.9
2025-01-01 12:20:00,37.61,59.48,85.35,127.14
2025-01-01 12:25:00,36.48,56.95,112.14,92.64
2025-01-01 12:30:00,36.25,68.65,120.68,110.62
2025-01-01 12:35:00,36.73,49.89,102.91,98.16
2025-01-01 12:40:00,31.6,58.11,110.86,76.79
2025-01-01 12:45:00,36.16,51.82,91.84,113.23
2025-01-01 12:50:00,36.47,49.78,121.54,80.3
2025-01-01 12:55:00,31.43,54.93,141.11,100.39
2025-01-01 13:00:00,44.33,55.82,98.06,93.85
2025-01-01 13:05:00,37.37,72.51,107.55,116.08
2025-01-01 13:10:00,29.04,53.9,130.05,80.95
2025-01-01 13:15:00,38.28,48.22,144.24,107.04
2025-01-01 13:20:00,30.13,56.64,90.14,84.88
2025-01-01 13:25:00,38.94,42.55,116.62,90.8
2025-01-01 13:30:00,40.79,54.45,125.66,34.57
2025-01-01 13:35:00,30.9,55.1,117.96,137.66
2025-01-01 13:40:00,39.82,59.77,70.46,109.91
2025-01-01 13:45:00,37.06,60.84,130.02,86.19
2025-01-01 13:50:00,39.11,51.98,150.39,79.76
2025-01-01 13:55:00,44.48,54.1,122.33,91.08
2025-01-01 14:00:00,33.77,50.4,99.38,112.9
2025-01-01 14:05:00,31.23,48.23,109.74,65.94
2025-01-01 14:10:00,30.55,56.86,155.4,97.45
2025-01-01 14:15:00,30.92,47.36,138.2,131.87
2025-01-01 14:20:00,34.61,52.51,132.8,79.59
2025-01-01 14:25:00,36.71,49.03,127.13,101.45
2025-01-01 14:30:00,36.38,58.3,106.78,139.66
2025-01-01 14:35:00,39.14,65.81,115.99,111.38
2025-01-01 14:40:00,35.07,47.19,118.44,102.27
2025-01-01 14:45:00,42.27,43.88,130.99,109.12
2025-01-01 14:50:00,33.68,54.25,150.18,92.78
2025-01-01 14:55:00,48.6,55.09,142.37,123.39
2025-01-01 15:00:00,38.13,56.31,91.61,92.81
2025-01-01 15:05:00,30.71,52.32,124.48,64.73
2025-01-01 15:10:00,29.65,53.8,134.74,92.96
2025-01-01 15:15:00,37.41,57.21,132.38,82.6
2025-01-01 15:20:00,33.88,61.24,107.42,94.94
2025-01-01 15:25:00,38.57,43.27,178.28,95.34
2025-01-01 15:30:00,37.37,52.79,94.46,121.55
2025-01-01 15:35:00,34.64,56.28,98.34,112.52
2025-01-01 15:40:00,30.77,49.49,124.67,104.74
2025-01-01 15:45:00,27.43,65.39,162.34,99.95
2025-01-01 15:50:00,32.77,51.19,103.28,80.94
2025-01-01 15:55:00,39.28,54.75,114.68,60.74
2025-01-01 16:00:00,36.07,58.34,141.55,102.04
2025-01-01 16:05:00,28.77,51.45,119.64,114.3
2025-01-01 16:10:00,35.87,43.92,113.31,98.05
2025-01-01 16:15:00,36.93,52.43,131.31,90.37
2025-01-01 16:20:00,30.58,61.18,125.45,108.36
2025-01-01 16:25:00,35.77,52.98,140.61,98.5
2025-01-01 16:30:00,35.29,49.92,145.83,130.34
2025-01-01 16:35:00,29.29,60.55,126.14,122.19
2025-01-01 16:40:00,36.79,53.02,125.83,117.27
2025-01-01 16:45:00,37.8,51.94,124.28,113.64
2025-01-01 16:50:00,40.42,55.9,129.78,76.78
2025-01-01 16:55:00,40.27,59.62,121.1,111.93
2025-01-01 17:00:00,28.11,69.29,119.99,106.77
2025-01-01 17:05:00,30.31,59.96,143.93,110.92
2025-01-01 17:10:00,37.58,61.96,150.32,108.87
2025-01-01 17:15:00,37.57,51.96,89.85,108.15
2025-01-01 17:20:00,37.58,48.84,120.2,148.62
2025-01-01 17:25:00,54.26,55.37,106.23,98.63
2025-01-01 17:30:00,37.85,55.64,113.78,116.85
2025-01-01 17:35:00,40.68,48.53,128.05,91.52
2025-01-01 17:40:00,39.77,53.95,133.39,114.23
2025-01-01 17:45:00,38.26,57.4,117.76,116.91
2025-01-01 17:50:00,33.42,57.16,81.73,106.56
2025-01-01 17:55:00,38.79,58.03,100.7,130.05
2025-01-01 18:00:00,31.14,56.75,137.93,84.08
2025-01-01 18:05:00,33.82,51.96,65.19,91.23
2025-01-01 18:10:00,32.57,51.92,143.75,103.82
2025-01-01 18:15:00,35.41,47.81,130.42,115.85
2025-01-01 18:20:00,46.57,65.71,146.32,103.23
2025-01-01 18:25:00,25.66,55.08,116.03,123.14
2025-01-01 18:30:00,38.43,53.65,78.77,88.09
2025-01-01 18:35:00,26.94,49.43,128.61,79.47
2025-01-01 18:40:00,32.64,72.61,145.49,105.55
2025-01-01 18:45:00,40.44,48.56,138.49,98.61
2025-01-01 18:50:00,35.32,52.43,106.75,109.77
2025-01-01 18:55:00,29.61,57.5,121.74,99.51
2025-01-01 19:00:00,31.42,58.6,109.34,93.88
2025-01-01 19:05:00,38.4,60.75,103.61,98.65
2025-01-01 19:10:00,31.35,65.85,139.11,100.52
2025-01-01 19:15:00,36.08,58.04,96.05,94.51
2025-01-01 19:20:00,35.23,48.66,102.12,96.34
2025-01-01 19:25:00,31.74,53.46,97.92,92.74
2025-01-01 19:30:00,45.72,56.85,90.2,115.42
2025-01-01 19:35:00,38.17,67.41,122.93,103.49
2025-01-01 19:40:00,24.87,46.61,143.23,140.62
2025-01-01 19:45:00,35.93,62.22,116.3,102.89
2025-01-01 19:50:00,31.69,56.08,89.89,90.08
2025-01-01 19:55:00,39.26,60.03,136.8,148.07
2025-01-01 20:00:00,31.04,54.39,153.71,107.45
2025-01-01 20:05:00,34.43,49.95,107.08,117.82
2025-01-01 20:10:00,37.52,59.51,110.43,110.66
2025-01-01 20:15:00,39.33,58.93,130.31,111.21
2025-01-01 20:20:00,29.0,60.83,152.44,109.64
2025-01-01 20:25:00,33.33,54.92,109.6,80.16
2025-01-01 20:30:00,32.63,51.4,93.35,106.62
2025-01-01 20:35:00,31.73,45.65,132.63,76.15
2025-01-01 20:40:00,43.83,59.92,135.98,96.86
2025-01-01 20:45:00,37.02,57.54,120.12,86.94
2025-01-01 20:50:00,28.7,49.21,108.84,106.43
2025-01-01 20:55:00,39.59,51.77,139.89,106.01
2025-01-01 21:00:00,45.61,52.2,130.56,108.66
2025-01-01 21:05:00,40.16,46.1,104.63,105.17
2025-01-01 21:10:00,27.4,50.09,120.98,89.08
2025-01-01 21:15:00,32.58,48.2,92.97,95.3
2025-01-01 21:20:00,41.33,52.53,133.72,116.57
2025-01-01 21:25:00,31.46,50.57,114.76,119.22
2025-01-01 21:30:00,37.22,45.24,111.29,79.36
2025-01-01 21:35:00,38.87,67.14,119.34,72.44
2025-01-01 21:40:00,30.37,62.52,120.81,86.92
2025-01-01 21:45:00,34.7,50.33,137.9,118.81
2025-01-01 21:50:00,18.79,56.63,131.82,121.87
2025-01-01 21:55:00,29.88,57.5,116.87,83.36
2025-01-01 22:00:00,33.74,62.15,135.27,105.53
2025-01-01 22:05:00,28.76,50.09,128.01,133.02
2025-01-01 22:10:00,43.16,61.55,111.47,107.48
2025-01-01 22:15:00,27.85,51.71,117.51,125.59
2025-01-01 22:20:00,32.8,46.98,117.04,117.98
2025-01-01 22:25:00,35.65,59.34,130.11,83.62
2025-01-01 22:30:00,42.21,62.74,112.66,96.58
2025-01-01 22:35:00,27.82,70.53,112.19,100.63
2025-01-01 22:40:00,40.82,47.8,159.38,101.87
2025-01-01 22:45:00,35.05,59.19,138.79,116.49
2025-01-01 22:50:00,30.09,52.54,104.79,107.36
2025-01-01 22:55:00,37.31,59.7,131.42,47.15
2025-01-01 23:00:00,36.0,46.18,122.37,76.37
2025-01-01 23:05:00,32.0,47.42,127.83,60.63
2025-01-01 23:10:00,35.35,50.34,122.75,103.16
2025-01-01 23:15:00,33.07,55.47,143.79,104.33
2025-01-01 23:20:00,35.57,51.15,126.91,105.1
2025-01-01 23:25:00,38.31,58.95,118.76,82.74
2025-01-01 23:30:00,42.93,61.16,140.84,112.13
2025-01-01 23:35:00,28.81,58.6,124.67,112.89
2025-01-01 23:40:00,45.67,64.71,122.43,77.41
2025-01-01 23:45:00,25.24,57.49,126.28,73.61
2025-01-01 23:50:00,34.24,47.7,118.13,100.0
2025-01-01 23:55:00,37.94,63.18,120.18,132.25
2025-01-02 00:00:00,36.4,51.37,108.27,130.6
2025-01-02 00:05:00,31.89,60.46,104.98,110.14
2025-01-02 00:10:00,33.96,64.44,100.03,86.86
2025-01-02 00:15:00,32.53,57.74,92.16,115.96
2025-01-02 00:20:00,32.05,46.02,102.41,91.86
2025-01-02 00:25:00,39.25,49.49,116.51,86.18
2025-01-02 00:30:00,36.79,62.94,122.06,61.41
2025-01-02 00:35:00,31.54,53.99,114.57,101.84
2025-01-02 00:40:00,39.5,55.48,72.89,88.66
2025-01-02 00:45:00,36.54,59.55,151.49,101.74
2025-01-02 00:50:00,39.06,59.18,141.73,58.61
2025-01-02 00:55:00,38.15,56.67,128.92,103.06
2025-01-02 01:00:00,30.86,53.75,158.15,56.24
2025-01-02 01:05:00,32.2,53.12,100.45,119.58
2025-01-02 01:10:00,38.74,60.15,157.75,109.39
2025-01-02 01:15:00,38.05,58.32,100.7,94.98
2025-01-02 01:20:00,34.9,53.46,124.77,110.13
2025-01-02 01:25:00,35.59,61.49,94.52,82.39
2025-01-02 01:30:00,41.39,54.23,120.29,101.3
2025-01-02 01:35:00,32.04,49.89,127.72,114.31
2025-01-02 01:40:00,37.74,50.45,116.91,44.3
2025-01-02 01:45:00,33.99,49.13,134.28,91.95
2025-01-02 01:50:00,33.91,53.37,121.98,99.59
2025-01-02 01:55:00,40.49,62.4,109.55,96.47
2025-01-02 02:00:00,39.13,50.17,108.66,126.23
2025-01-02 02:05:00,39.07,56.13,136.22,79.77
2025-01-02 02:10:00,41.53,51.06,106.93,88.82
2025-01-02 02:15:00,35.11,53.44,138.31,65.51
2025-01-02 02:20:00,38.41,45.94,144.45,127.19
2025-01-02 02:25:00,33.45,53.68,86.63,95.57
2025-01-02 02:30:00,36.62,53.84,142.66,92.11
2025-01-02 02:35:00,34.35,58.24,161.21,99.06
2025-01-02 02:40:00,35.48,56.34,125.04,111.45
2025-01-02 02:45:00,37.98,47.81,131.98,106.25
2025-01-02 02:50:00,30.91,61.51,140.74,147.66
2025-01-02 02:55:00,45.46,56.26,114.49,108.17
2025-01-02 03:00:00,29.97,56.19,123.65,91.63
2025-01-02 03:05:00,28.93,54.94,93.72,89.9
2025-01-02 03:10:00,40.79,51.89,122.77,92.93
2025-01-02 03:15:00,38.96,56.31,129.96,72.97
2025-01-02 03:20:00,38.12,57.85,130.32,100.72
2025-01-02 03:25:00,38.14,44.52,141.31,114.1
2025-01-02 03:30:00,34.94,51.77,104.5,88.96
2025-01-02 03:35:00,30.51,53.47,109.35,85.47
2025-01-02 03:40:00,35.38,56.54,157.91,127.29
2025-01-02 03:45:00,31.61,62.16,116.99,74.32
2025-01-02 03:50:00,39.88,50.37,124.0,62.78
2025-01-02 03:55:00,34.26,52.01,118.66,79.25
2025-01-02 04:00:00,30.87,51.92,103.57,72.27
2025-01-02 04:05:00,33.39,50.19,152.47,106.95
2025-01-02 04:10:00,37.06,52.92,109.45,93.51
2025-01-02 04:15:00,32.18,59.62,97.45,96.05
2025-01-02 04:20:00,30.89,48.68,110.99,120.75
2025-01-02 04:25:00,36.22,57.57,79.97,87.56
2025-01-02 04:30:00,36.22,44.79,106.97,113.95
2025-01-02 04:35:00,32.47,51.63,100.64,127.2
2025-01-02 04:40:00,32.64,53.02,132.35,91.8
2025-01-02 04:45:00,36.16,65.05,106.53,113.27
2025-01-02 04:50:00,27.76,53.35,137.76,95.65
2025-01-02 04:55:00,27.96,41.79,147.97,116.63
2025-01-02 05:00:00,31.41,43.01,135.62,71.71
2025-01-02 05:05:00,33.93,55.2,115.69,70.38
2025-01-02 05:10:00,36.55,58.68,122.82,92.96
2025-01-02 05:15:00,42.38,57.25,89.5,84.0
2025-01-02 05:20:00,39.29,56.01,117.32,90.7
2025-01-02 05:25:00,34.2,61.97,102.79,96.05
2025-01-02 05:30:00,34.9,51.76,133.89,112.96
2025-01-02 05:35:00,29.99,60.37,171.46,92.66
2025-01-02 05:40:00,34.91,45.21,130.0,85.17
2025-01-02 05:45:00,33.56,49.57,80.18,93.67
2025-01-02 05:50:00,36.61,44.16,112.78,86.16
2025-01-02 05:55:00,30.86,53.35,122.45,83.19
2025-01-02 06:00:00,37.6,54.72,121.75,70.97
2025-01-02 06:05:00,42.66,55.68,105.38,101.25
2025-01-02 06:10:00,34.46,55.37,124.91,89.76
2025-01-02 06:15:00,37.01,49.43,95.15,117.39
2025-01-02 06:20:00,38.45,53.86,101.1,73.95
2025-01-02 06:25:00,32.99,46.02,132.92,90.24
2025-01-02 06:30:00,36.12,63.18,99.69,132.63
2025-01-02 06:35:00,35.06,53.18,130.76,83.09
2025-01-02 06:40:00,35.49,52.07,92.61,95.74
2025-01-02 06:45:00,31.13,64.53,155.3,78.11
2025-01-02 06:50:00,35.12,47.55,104.51,75.73
2025-01-02 06:55:00,37.49,48.25,115.53,127.85
2025-01-02 07:00:00,42.26,48.42,126.61,103.08
2025-01-02 07:05:00,39.8,54.59,108.69,102.41
2025-01-02 07:10:00,45.77,57.59,122.87,69.47
2025-01-02 07:15:00,31.16,59.44,131.51,106.46
2025-01-02 07:20:00,39.36,70.43,139.21,120.83
2025-01-02 07:25:00,35.92,41.5,135.83,120.69
2025-01-02 07:30:00,45.95,58.65,116.56,112.03
2025-01-02 07:35:00,30.96,51.66,117.07,79.67
2025-01-02 07:40:00,30.8,51.48,166.98,105.64
2025-01-02 07:45:00,32.0,51.28,139.0,112.02
2025-01-02 07:50:00,24.38,49.55,101.56,67.7
2025-01-02 07:55:00,32.37,65.11,122.0,79.82
2025-01-02 08:00:00,31.2,60.05,113.3,115.99
2025-01-02 08:05:00,35.75,55.14,117.29,115.77
2025-01-02 08:10:00,36.71,63.11,95.41,72.13
2025-01-02 08:15:00,44.38,45.92,111.76,114.31
2025-01-02 08:20:00,39.75,47.02,156.23,101.72
2025-01-02 08:25:00,32.12,41.93,131.58,114.06
2025-01-02 08:30:00,30.51,50.8,70.18,88.58
2025-01-02 08:35:00,37.46,55.97,144.33,111.61
2025-01-02 08:40:00,28.4,55.62,141.79,115.19
2025-01-02 08:45:00,44.16,55.9,112.81,93.68
2025-01-02 08:50:00,40.9,46.53,134.35,100.32
2025-01-02 08:55:00,32.65,59.82,102.81,88.33
2025-01-02 09:00:00,26.43,56.44,110.59,129.73
2025-01-02 09:05:00,41.77,59.4,149.97,97.84
2025-01-02 09:10:00,34.43,43.64,114.57,83.4
2025-01-02 09:15:00,41.19,56.87,82.61,87.12
2025-01-02 09:20:00,27.03,47.87,118.73,102.28
2025-01-02 09:25:00,32.0,52.62,118.43,113.56
2025-01-02 09:30:00,35.03,58.21,143.97,75.96
2025-01-02 09:35:00,35.23,55.55,120.29,133.26
2025-01-02 09:40:00,32.75,49.89,111.57,105.56
2025-01-02 09:45:00,38.11,55.04,140.9,108.4
2025-01-02 09:50:00,29.66,45.81,122.42,98.25
2025-01-02 09:55:00,34.29,61.9,105.0,100.35
2025-01-02 10:00:00,35.6,53.77,143.1,97.33
2025-01-02 10:05:00,37.57,61.71,123.87,118.32
2025-01-02 10:10:00,38.56,51.84,120.06,99.86
2025-01-02 10:15:00,29.38,51.86,123.56,113.81
2025-01-02 10:20:00,27.33,50.41,98.59,92.19
2025-01-02 10:25:00,41.39,60.26,109.45,103.52
2025-01-02 10:30:00,36.66,50.74,120.07,85.53
2025-01-02 10:35:00,31.26,58.87,116.11,121.9
2025-01-02 10:40:00,42.76,52.71,145.45,84.99
2025-01-02 10:45:00,35.58,43.14,124.35,94.15
2025-01-02 10:50:00,40.9,51.58,137.1,94.33
2025-01-02 10:55:00,35.34,47.93,120.19,93.63
2025-01-02 11:00:00,45.3,55.2,141.13,113.0
2025-01-02 11:05:00,43.78,47.86,127.95,94.3
2025-01-02 11:10:00,33.76,60.56,120.27,125.09
2025-01-02 11:15:00,39.86,54.45,119.73,85.27
2025-01-02 11:20:00,38.23,53.93,100.91,103.05
2025-01-02 11:25:00,41.84,58.94,130.14,86.04
2025-01-02 11:30:00,30.18,60.78,119.2,107.58
2025-01-02 11:35:00,38.43,54.88,109.96,99.71
2025-01-02 11:40:00,40.29,50.37,142.13,97.21
2025-01-02 11:45:00,26.21,44.36,95.0,121.39
2025-01-02 11:50:00,29.08,50.88,111.55,88.22
2025-01-02 11:55:00,24.8,51.3,140.55,110.56
2025-01-02 12:00:00,33.65,55.64,126.31,86.16
2025-01-02 12:05:00,38.59,52.93,119.04,102.03
2025-01-02 12:10:00,42.51,59.13,125.02,78.48
2025-01-02 12:15:00,68.41,51.32,123.59,182.66
2025-01-02 12:20:00,43.14,54.66,89.67,98.52
2025-01-02 12:25:00,28.1,62.1,113.01,132.66
2025-01-02 12:30:00,26.48,57.05,152.33,101.81
2025-01-02 12:35:00,34.72,54.64,106.81,129.78
2025-01-02 12:40:00,36.92,51.39,113.63,103.97
2025-01-02 12:45:00,34.84,51.2,109.17,93.03
2025-01-02 12:50:00,24.66,49.9,118.26,127.71
2025-01-02 12:55:00,34.55,51.75,108.34,107.87
2025-01-02 13:00:00,28.48,59.53,129.73,88.43
2025-01-02 13:05:00,38.35,53.67,123.95,108.47
2025-01-02 13:10:00,36.83,46.9,135.47,94.73
2025-01-02 13:15:00,30.3,65.61,98.98,64.2
2025-01-02 13:20:00,32.43,56.92,113.19,116.85
2025-01-02 13:25:00,29.7,46.56,115.49,119.71
2025-01-02 13:30:00,34.69,52.35,129.11,133.08
2025-01-02 13:35:00,39.78,55.67,104.14,107.6
2025-01-02 13:40:00,30.07,65.23,138.31,95.52
2025-01-02 13:45:00,37.52,48.35,143.73,115.03
2025-01-02 13:50:00,32.35,60.86,100.22,115.3
2025-01-02 13:55:00,31.04,63.4,110.18,129.49
2025-01-02 14:00:00,34.46,51.23,109.36,99.2
2025-01-02 14:05:00,29.82,53.33,172.65,97.02
2025-01-02 14:10:00,32.23,48.78,111.4,87.12
2025-01-02 14:15:00,29.01,53.78,153.55,109.67
2025-01-02 14:20:00,44.82,54.78,94.67,72.13
2025-01-02 14:25:00,35.18,58.96,100.21,113.97
2025-01-02 14:30:00,31.5,61.54,106.27,110.58
2025-01-02 14:35:00,36.07,50.51,103.09,110.53
2025-01-02 14:40:00,34.44,43.2,114.64,102.49
2025-01-02 14:45:00,33.9,54.87,105.82,127.59
2025-01-02 14:50:00,38.07,56.76,103.61,115.7
2025-01-02 14:55:00,38.79,56.5,143.17,89.07
2025-01-02 15:00:00,32.35,53.04,144.48,89.39
2025-01-02 15:05:00,32.12,55.75,138.99,84.17
2025-01-02 15:10:00,33.62,64.09,130.48,109.92
2025-01-02 15:15:00,23.49,57.29,121.85,82.0
2025-01-02 15:20:00,27.42,52.76,110.06,119.5
2025-01-02 15:25:00,41.83,52.0,100.94,123.81
2025-01-02 15:30:00,43.22,53.98,127.26,84.18
2025-01-02 15:35:00,33.75,64.82,96.53,96.66
2025-01-02 15:40:00,37.88,53.9,100.12,100.3
2025-01-02 15:45:00,36.56,54.88,143.06,115.91
2025-01-02 15:50:00,50.39,52.11,158.01,128.97
2025-01-02 15:55:00,40.6,61.59,127.87,69.66
